NCBI GeneID	Symbol	Description
283554	GPR137C	G protein-coupled receptor 137C
283617	OR4K3	olfactory receptor family 4 subfamily K member 3 (gene/pseudogene)
283685	GOLGA6L2	golgin A6 family like 2
283694	OR4N4	olfactory receptor family 4 subfamily N member 4
283726	SAXO2	stabilizer of axonemal microtubules 2
283767	GOLGA6L1	golgin A6 family like 1
283768	GOLGA8G	golgin A8 family member G
283870	BRICD5	BRICHOS domain containing 5
283897	C16orf54	chromosome 16 open reading frame 54
283933	ZNF843	zinc finger protein 843
283948	NHLRC4	NHL repeat containing 4
283951	UQCC4	ubiquinol-cytochrome c reductase complex assembly factor 4
283985	FADS6	fatty acid desaturase 6
283991	UBALD2	UBA like domain containing 2
283999	TMEM235	transmembrane protein 235
284018	C17orf58	chromosome 17 open reading frame 58
284023	RNF227	ring finger protein 227
284040	CDRT4	CMT1A duplicated region transcript 4
284067	CFAP97D1	CFAP97 domain containing 1
284099	C17orf78	chromosome 17 open reading frame 78
284194	LGALS9B	galectin 9B
284257	BOD1L2	biorientation of chromosomes in cell division 1 like 2
284306	ZNF547	zinc finger protein 547
284307	ZIK1	zinc finger protein interacting with K protein 1
284309	ZNF776	zinc finger protein 776
284323	ZNF780A	zinc finger protein 780A
284325	ACTMAP	actin maturation protease
284338	PRR19	proline rich 19
284339	TMEM145	transmembrane protein 145
284349	ZNF283	zinc finger protein 283
284355	TPRX1	tetrapeptide repeat homeobox 1
284370	ZNF615	zinc finger protein 615
284371	ZNF841	zinc finger protein 841
284383	OR2Z1	olfactory receptor family 2 subfamily Z member 1
284390	ZNF763	zinc finger protein 763
284391	ZNF844	zinc finger protein 844
284418	GARIN5B	golgi associated RAB2 interactor family member 5B
284428	MBD3L5	methyl-CpG binding domain protein 3 like 5
284433	OR10H5	olfactory receptor family 10 subfamily H member 5
284443	ZNF493	zinc finger protein 493
284485	RIIAD1	regulatory subunit of type II PKA R-subunit domain containing 1
284521	OR2L13	olfactory receptor family 2 subfamily L member 13
284525	SLC9C2	solute carrier family 9 member C2 (putative)
284532	OR14A16	olfactory receptor family 14 subfamily A member 16
284546	C1orf185	chromosome 1 open reading frame 185
284615	ANKRD34A	ankyrin repeat domain 34A
284827	KRTAP13-4	keratin associated protein 13-4
284948	SH2D6	SH2 domain containing 6
284958	NT5DC4	5'-nucleotidase domain containing 4
284992	CCDC150	coiled-coil domain containing 150
285051	STPG4	sperm-tail PG-rich repeat containing 4
285093	RTP5	receptor transporter protein 5 (putative)
285095	FAM240C	family with sequence similarity 240 member C
285126	DNAJC5G	DnaJ heat shock protein family (Hsp40) member C5 gamma
285141	ERICH2	glutamate rich 2
285180	RUFY4	RUN and FYVE domain containing 4
285237	C3orf38	chromosome 3 open reading frame 38
285267	ZNF619	zinc finger protein 619
285268	ZNF621	zinc finger protein 621
285311	PRR23E	PRR23 family member E
285346	ZNF852	zinc finger protein 852
285349	ZNF660	zinc finger protein 660
285368	PRRT3	proline rich transmembrane protein 3
285386	TPRG1	tumor protein p63 regulated 1
285423	IQCM	IQ motif containing M
285429	DCAF4L1	DDB1 and CUL4 associated factor 4 like 1
285525	YIPF7	Yip1 domain family member 7
285550	FAM200B	family with sequence similarity 200 member B
285596	FAM153A	family with sequence similarity 153 member A
285598	ARL10	ADP ribosylation factor like GTPase 10
285659	OR2V2	olfactory receptor family 2 subfamily V member 2
285676	ZNF454	zinc finger protein 454
285755	PPIL6	peptidylprolyl isomerase like 6
285800	PRR18	proline rich 18
285877	POM121L12	POM121 transmembrane nucleoporin like 12
285971	ZNF775	zinc finger protein 775
285989	ZNF789	zinc finger protein 789
2860	GPR36	G protein-coupled receptor 36
286006	LSMEM1	leucine rich single-pass membrane protein 1
286144	TRIQK	triple QxxK/R motif containing
286207	CFAP157	cilia and flagella associated protein 157
286234	SPATA31E1	SPATA31 subfamily E member 1
286336	FAM78A	family with sequence similarity 78 member A
286362	OR13C9	olfactory receptor family 13 subfamily C member 9
286365	OR13D1	olfactory receptor family 13 subfamily D member 1
286430	NLRP2B	NLR family pyrin domain containing 2B
286499	FAM133A	family with sequence similarity 133 member A
29083	GTPBP8	GTP binding protein 8 (putative)
29902	FAM216A	family with sequence similarity 216 member A
317671	RFESD	Rieske Fe-S domain containing
317701	VN1R2	vomeronasal 1 receptor 2
317702	VN1R3	vomeronasal 1 receptor 3
317703	VN1R4	vomeronasal 1 receptor 4
317705	VN1R5	vomeronasal 1 receptor 5 (gene/pseudogene)
319089	TTC6	tetratricopeptide repeat domain 6
337878	KRTAP7-1	keratin associated protein 7-1
337882	KRTAP19-1	keratin associated protein 19-1
337959	KRTAP13-2	keratin associated protein 13-2
337960	KRTAP13-3	keratin associated protein 13-3
337963	KRTAP23-1	keratin associated protein 23-1
337966	KRTAP6-1	keratin associated protein 6-1
337967	KRTAP6-2	keratin associated protein 6-2
337968	KRTAP6-3	keratin associated protein 6-3
337969	KRTAP19-2	keratin associated protein 19-2
337970	KRTAP19-3	keratin associated protein 19-3
337971	KRTAP19-4	keratin associated protein 19-4
337972	KRTAP19-5	keratin associated protein 19-5
337973	KRTAP19-6	keratin associated protein 19-6
337974	KRTAP19-7	keratin associated protein 19-7
337975	KRTAP20-1	keratin associated protein 20-1
337976	KRTAP20-2	keratin associated protein 20-2
337977	KRTAP21-1	keratin associated protein 21-1
337978	KRTAP21-2	keratin associated protein 21-2
337979	KRTAP22-1	keratin associated protein 22-1
337985	KRTAP20-3	keratin associated protein 20-3
338661	TMEM225	transmembrane protein 225
338662	OR8D4	olfactory receptor family 8 subfamily D member 4
338667	VSIG10L2	V-set and immunoglobulin domain containing 10 like 2
338675	OR5AP2	olfactory receptor family 5 subfamily AP member 2
338699	ANKRD42	ankyrin repeat domain 42
338751	OR52L1	olfactory receptor family 52 subfamily L member 1
338755	OR2AG2	olfactory receptor family 2 subfamily AG member 2
338761	C1QL4	complement C1q like 4
338879	RNASE10	ribonuclease A family member 10 (inactive)
338949	TMEM202	transmembrane protein 202
339229	OXLD1	oxidoreductase like domain containing 1
339291	LRRC30	leucine rich repeat containing 30
339327	ZNF546	zinc finger protein 546
339456	TMEM52	transmembrane protein 52
339500	ZNF678	zinc finger protein 678
339501	PRSS38	serine protease 38
339541	ARMH1	armadillo like helical domain containing 1
339665	SLC35E4	solute carrier family 35 member E4
339674	SMIM45	small integral membrane protein 45
339766	MROH2A	maestro heat like repeat family member 2A
339768	ESPNL	espin like
339778	CIMIP2C	ciliary microtubule inner protein 2C
339779	PRR30	proline rich 30
339804	C2orf74	chromosome 2 open reading frame 74
339965	CCDC158	coiled-coil domain containing 158
339977	LRRC66	leucine rich repeat containing 66
340096	H3Y2	H3.Y histone 2
340204	CLPSL1	colipase like 1
340252	ZNF680	zinc finger protein 680
340277	FAM221A	family with sequence similarity 221 member A
340307	CTAGE6	CTAGE family member 6
340385	ZNF517	zinc finger protein 517
340390	WDR97	WD repeat domain 97
340393	TMEM249	transmembrane protein 249
340526	RTL5	retrotransposon Gag like 5
340527	NHSL2	NHS like 2
340529	PABPC1L2A	poly(A) binding protein cytoplasmic 1 like 2A
340543	TCEAL5	transcription elongation factor A like 5
340562	SATL1	spermidine/spermine N1-acetyl transferase like 1
340578	DCAF12L2	DDB1 and CUL4 associated factor 12 like 2
340654	LIPM	lipase family member M
340745	LRIT2	leucine rich repeat, Ig-like and transmembrane domains 2
340811	AKR1C8	aldo-keto reductase family 1 member C8
340980	OR52B6	olfactory receptor family 52 subfamily B member 6
341032	POU2AF2	POU class 2 homeobox associating factor 2
341346	SMCO2	single-pass membrane protein with coiled-coil domains 2
341350	OVCH1	ovochymase 1
341416	OR6C2	olfactory receptor family 6 subfamily C member 2
341568	OR8S1	olfactory receptor family 8 subfamily S member 1
341799	OR6S1	olfactory receptor family 6 subfamily S member 1
341880	SLC35F4	solute carrier family 35 member F4
341883	LRRC9	leucine rich repeat containing 9
341947	COX8C	cytochrome c oxidase subunit 8C
342346	C16orf96	chromosome 16 open reading frame 96
342357	ZKSCAN2	zinc finger with KRAB and SCAN domains 2
342850	ANKRD62	ankyrin repeat domain 62
342865	VSTM2B	V-set and transmembrane domain containing 2B
342892	ZNF850	zinc finger protein 850
342898	SYCN	syncollin
342909	ZNF284	zinc finger protein 284
342918	C19orf81	chromosome 19 open reading frame 81
342933	ZSCAN5B	zinc finger and SCAN domain containing 5B
343066	AADACL4	arylacetamide deacetylase like 4
343068	PRAMEF5	PRAME family member 5
343070	PRAMEF9	PRAME family member 9
343071	PRAMEF10	PRAME family member 10
343169	OR6F1	olfactory receptor family 6 subfamily F member 1
343170	OR14K1	olfactory receptor family 14 subfamily K member 1
343172	OR2T8	olfactory receptor family 2 subfamily T member 8
343173	OR2T3	olfactory receptor family 2 subfamily T member 3
343406	OR10R2	olfactory receptor family 10 subfamily R member 2
343563	OR2T29	olfactory receptor family 2 subfamily T member 29
343578	ARHGAP40	Rho GTPase activating protein 40
343702	XKR7	XK related 7
344022	NOTO	notochord homeobox
344065	ZNF892	zinc finger protein 892
344387	CDKL4	cyclin dependent kinase like 4
344752	AADACL2	arylacetamide deacetylase like 2
345051	REELD1	reeler domain containing 1
345222	MSANTD1	Myb/SANT DNA binding domain containing 1
345630	FBLL1	fibrillarin like 1
345930	ECT2L	epithelial cell transforming 2 like
346517	OR6V1	olfactory receptor family 6 subfamily V member 1
346525	OR2A12	olfactory receptor family 2 subfamily A member 12
346528	OR2A1	olfactory receptor family 2 subfamily A member 1
346653	GARIN1A	golgi associated RAB2 interactor 1A
346702	PRSS51	serine protease 51
347168	OR1J1	olfactory receptor family 1 subfamily J member 1
347365	ITIH6	inter-alpha-trypsin inhibitor heavy chain family member 6
347404	LANCL3	LanC like family member 3
347411	MPC1L	mitochondrial pyruvate carrier 1 like
347442	DCAF8L2	DDB1 and CUL4 associated factor 8 like 2
347454	SOWAHD	sosondowah ankyrin repeat domain family member D
347475	CCDC160	coiled-coil domain containing 160
347487	CXorf66	chromosome X open reading frame 66
347527	ARSH	arylsulfatase family member H
347549	CENPVL3	centromere protein V like 3
347687	GNG5B	G protein subunit gamma 5B
347744	C6orf52	chromosome 6 open reading frame 52
347862	GATD1	glutamine amidotransferase class 1 domain containing 1
348327	ZNF530	zinc finger protein 530
348378	SHISAL2A	shisa like 2A
348801	LNP1	leukemia NUP98 fusion partner 1
349136	WDR86	WD repeat domain 86
353088	ZNF429	zinc finger protein 429
353131	LCE1A	late cornified envelope 1A
353134	LCE1D	late cornified envelope 1D
353135	LCE1E	late cornified envelope 1E
353137	LCE1F	late cornified envelope 1F
353139	LCE2A	late cornified envelope 2A
353140	LCE2C	late cornified envelope 2C
353141	LCE2D	late cornified envelope 2D
353149	TBC1D26	TBC1 domain family member 26
353267	RAMACL	RNA guanine-7 methyltransferase activating subunit like
353323	KRTAP12-2	keratin associated protein 12-2
353332	KRTAP12-1	keratin associated protein 12-1
353333	KRTAP10-10	keratin associated protein 10-10
360226	PRSS41	serine protease 41
374395	TMEM179B	transmembrane protein 179B
374786	EFCAB5	EF-hand calcium binding domain 5
374877	SAXO5	stabilizer of axonemal microtubules 5
374920	ZSWIM9	zinc finger SWIM-type containing 9
374928	ZNF773	zinc finger protein 773
374955	SPATA21	spermatogenesis associated 21
374973	TEX38	testis expressed 38
374977	MROH7	maestro heat like repeat family member 7
375061	FAM89A	family with sequence similarity 89 member A
375190	FAM228B	family with sequence similarity 228 member B
375248	ANKRD36	ankyrin repeat domain 36
375316	RBM44	RNA binding motif protein 44
375759	C9orf50	chromosome 9 open reading frame 50
375791	CYSRT1	cysteine rich tail 1
376940	ZC3H6	zinc finger CCCH-type containing 6
377007	KLHL30	kelch like family member 30
386618	KCTD4	potassium channel tetramerization domain containing 4
386672	KRTAP10-4	keratin associated protein 10-4
386674	KRTAP10-6	keratin associated protein 10-6
386678	KRTAP10-11	keratin associated protein 10-11
386679	KRTAP10-2	keratin associated protein 10-2
386681	KRTAP10-8	keratin associated protein 10-8
386683	KRTAP12-3	keratin associated protein 12-3
386684	KRTAP12-4	keratin associated protein 12-4
386685	KRTAP10-12	keratin associated protein 10-12
386746	MRGPRG	MAS related GPR family member G
387104	MTCL3	MTCL family member 3
387264	KRTAP5-1	keratin associated protein 5-1
387266	KRTAP5-3	keratin associated protein 5-3
387267	KRTAP5-4	keratin associated protein 5-4
387273	KRTAP5-10	keratin associated protein 5-10
387640	SKIDA1	SKI/DACH domain containing 1
387694	SH2D4B	SH2 domain containing 4B
387707	CC2D2B	coiled-coil and C2 domain containing 2B
387718	TEX36	testis expressed 36
387723	C10orf143	chromosome 10 open reading frame 143
387748	OR56B1	olfactory receptor family 56 subfamily B member 1
387763	C11orf96	chromosome 11 open reading frame 96
387804	VSTM5	V-set and transmembrane domain containing 5
387815	OR8G3P	olfactory receptor family 8 subfamily G member 3 pseudogene
387856	CCDC184	coiled-coil domain containing 184
387885	CFAP73	cilia and flagella associated protein 73
387921	NHLRC3	NHL repeat containing 3
387923	SERP2	stress associated endoplasmic reticulum protein family member 2
387990	TOMM20L	translocase of outer mitochondrial membrane 20 like
388021	TMEM179	transmembrane protein 179
388115	CCDC9B	coiled-coil domain containing 9B
388284	C16orf86	chromosome 16 open reading frame 86
388323	GLTPD2	glycolipid transfer protein domain containing 2
388327	C17orf100	chromosome 17 open reading frame 100
388333	SPDYE4	speedy/RINGO cell cycle regulator family member E4
388335	TMEM220	transmembrane protein 220
388341	LRRC75A	leucine rich repeat containing 75A
388381	SPMAP1	sperm microtubule associated protein 1
388419	BTBD17	BTB domain containing 17
388428	PVALEF	parvalbumin like EF-hand containing
388468	POTEC	POTE ankyrin domain family member C
388523	ZNF728	zinc finger protein 728
388524	RPSA2	ribosomal protein SA 2
388536	ZNF790	zinc finger protein 790
388553	MEIOSIN	meiosis initiator
388558	ZNF808	zinc finger protein 808
388559	ZNF888	zinc finger protein 888
388561	ZNF761	zinc finger protein 761
388564	TMEM238	transmembrane protein 238
388567	ZNF749	zinc finger protein 749
388569	ZNF324B	zinc finger protein 324B
388595	TMEM82	transmembrane protein 82
388633	LDLRAD1	low density lipoprotein receptor class A domain containing 1
388695	LYSMD1	LysM domain containing 1
388701	CFAP141	cilia and flagella associated protein 141
388722	C1orf53	chromosome 1 open reading frame 53
388730	TMEM81	transmembrane protein 81
388761	OR14A2	olfactory receptor family 14 subfamily A member 2
388795	EFCAB8	EF-hand calcium binding domain 8
388799	FAM209B	family with sequence similarity 209 member B
388818	KRTAP26-1	keratin associated protein 26-1
388820	SMIM34	small integral membrane protein 34
388849	CCDC188	coiled-coil domain containing 188
388886	LRRC75B	leucine rich repeat containing 75B
388946	TMEM247	transmembrane protein 247
388960	C2orf78	chromosome 2 open reading frame 78
388963	C2orf81	chromosome 2 open reading frame 81
389090	OR6B2	olfactory receptor family 6 subfamily B member 2
389114	ZNF662	zinc finger protein 662
389118	CDHR4	cadherin related family member 4
389123	IQCF2	IQ motif containing F2
389124	IQCF5	IQ motif containing F5
389151	PRR23B	proline rich 23B
389152	PRR23C	proline rich 23C
389158	PLSCR5	phospholipid scramblase family member 5
389161	ANKUB1	ankyrin repeat and ubiquitin domain containing 1
389197	C4orf50	chromosome 4 open reading frame 50
389206	BEND4	BEN domain containing 4
389257	LRRC14B	leucine rich repeat containing 14B
389320	SPMIP10	sperm microtubule inner protein 10
